date,factor,signals,equity
2022-01-03,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: OFF,"$123,132"
2022-01-04,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$123,498"
2022-01-05,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$123,109"
2022-01-06,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$123,054"
2022-01-07,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$123,142"
2022-01-10,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$122,641"
2022-01-11,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$122,387"
2022-01-12,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$122,727"
2022-01-13,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$122,822"
2022-01-14,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$122,378"
2022-01-18,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$121,331"
2022-01-19,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$121,203"
2022-01-20,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$120,356"
2022-01-21,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$120,168"
2022-01-24,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$119,585"
2022-01-25,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$118,787"
2022-01-26,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$117,790"
2022-01-27,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$117,983"
2022-01-28,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$120,078"
2022-01-31,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$120,758"
2022-02-01,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$120,165"
2022-02-02,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$121,637"
2022-02-03,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$121,678"
2022-02-04,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$120,426"
2022-02-07,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$120,302"
2022-02-08,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$120,667"
2022-02-09,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$121,186"
2022-02-10,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$118,908"
2022-02-11,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$118,602"
2022-02-14,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$117,832"
2022-02-15,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$117,746"
2022-02-16,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$117,781"
2022-02-17,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$117,517"
2022-02-18,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$117,550"
2022-02-22,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$117,291"
2022-02-23,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$116,228"
2022-02-24,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$115,529"
2022-02-25,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$119,036"
2022-02-28,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$118,345"
2022-03-01,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$117,422"
2022-03-02,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$118,864"
2022-03-03,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$120,140"
2022-03-04,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$121,679"
2022-03-07,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$120,526"
2022-03-08,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$117,930"
2022-03-09,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$118,400"
2022-03-10,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$118,213"
2022-03-11,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$117,693"
2022-03-14,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$118,285"
2022-03-15,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$119,725"
2022-03-16,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$119,884"
2022-03-17,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$120,715"
2022-03-18,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$120,310"
2022-03-21,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$120,850"
2022-03-22,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$120,806"
2022-03-23,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$120,305"
2022-03-24,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$121,210"
2022-03-25,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$122,571"
2022-03-28,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$123,133"
2022-03-29,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$124,170"
2022-03-30,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$124,750"
2022-03-31,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$124,082"
2022-04-01,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$125,568"
2022-04-04,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$125,382"
2022-04-05,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$125,598"
2022-04-06,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$127,610"
2022-04-07,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$127,984"
2022-04-08,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$128,479"
2022-04-11,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$127,611"
2022-04-12,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$127,578"
2022-04-13,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$127,428"
2022-04-14,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$127,367"
2022-04-18,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$126,786"
2022-04-19,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$128,095"
2022-04-20,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$129,572"
2022-04-21,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$129,237"
2022-04-22,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$127,091"
2022-04-25,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$126,925"
2022-04-26,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$125,666"
2022-04-27,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$125,749"
2022-04-28,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$127,172"
2022-04-29,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$123,717"
2022-05-02,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$122,229"
2022-05-03,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$122,509"
2022-05-04,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$125,172"
2022-05-05,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$123,512"
2022-05-06,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$124,059"
2022-05-09,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$123,757"
2022-05-10,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$122,527"
2022-05-11,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$122,696"
2022-05-12,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$122,567"
2022-05-13,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$123,844"
2022-05-16,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$124,123"
2022-05-17,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$124,417"
2022-05-18,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$120,853"
2022-05-19,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$119,935"
2022-05-20,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$120,348"
2022-05-23,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$121,847"
2022-05-24,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$123,865"
2022-05-25,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$123,634"
2022-05-26,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$124,142"
2022-05-27,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$125,539"
2022-05-31,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$124,405"
2022-06-01,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$123,735"
2022-06-02,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$124,053"
2022-06-03,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$123,319"
2022-06-06,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$123,609"
2022-06-07,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$124,606"
2022-06-08,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$122,778"
2022-06-09,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$120,203"
2022-06-10,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$119,264"
2022-06-13,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$115,446"
2022-06-14,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$113,253"
2022-06-15,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$113,411"
2022-06-16,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$111,765"
2022-06-17,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$111,243"
2022-06-21,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$113,408"
2022-06-22,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$114,247"
2022-06-23,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$115,995"
2022-06-24,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$118,394"
2022-06-27,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$118,969"
2022-06-28,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$118,175"
2022-06-29,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$118,712"
2022-06-30,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$119,005"
2022-07-01,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: OFF,"$121,163"
2022-07-05,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: OFF,"$118,499"
2022-07-06,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$119,401"
2022-07-07,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$119,065"
2022-07-08,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$118,756"
2022-07-11,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$119,143"
2022-07-12,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$118,585"
2022-07-13,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$118,129"
2022-07-14,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$117,997"
2022-07-15,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$118,853"
2022-07-18,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$117,173"
2022-07-19,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$118,264"
2022-07-20,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$117,223"
2022-07-21,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$117,448"
2022-07-22,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$118,259"
2022-07-25,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$119,208"
2022-07-26,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$120,206"
2022-07-27,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$120,608"
2022-07-28,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$123,027"
2022-07-29,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$123,549"
2022-08-01,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$123,526"
2022-08-02,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$122,915"
2022-08-03,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$123,341"
2022-08-04,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$122,821"
2022-08-05,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$122,437"
2022-08-08,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$122,763"
2022-08-09,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$123,662"
2022-08-10,MOMENTUM,SPY > 200d SMA: OFF; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$124,602"
2022-08-11,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$124,187"
2022-08-12,MOMENTUM,SPY > 200d SMA: OFF; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$125,618"
2022-08-15,MOMENTUM,SPY > 200d SMA: OFF; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$125,486"
2022-08-16,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$125,702"
2022-08-17,MOMENTUM,SPY > 200d SMA: OFF; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$125,883"
2022-08-18,MOMENTUM,SPY > 200d SMA: OFF; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$127,707"
2022-08-19,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$127,628"
2022-08-22,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: OFF,"$125,989"
2022-08-23,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: OFF,"$125,253"
2022-08-24,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: OFF,"$125,501"
2022-08-25,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$126,063"
2022-08-26,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: OFF,"$123,543"
2022-08-29,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: OFF,"$123,578"
2022-08-30,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: OFF,"$122,204"
