date,factor,signals,equity
2023-05-02,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$125,235"
2023-05-03,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$125,211"
2023-05-04,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$123,958"
2023-05-05,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: OFF,"$126,211"
2023-05-08,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: OFF,"$126,593"
2023-05-09,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: OFF,"$126,763"
2023-05-10,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: OFF,"$126,895"
2023-05-11,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$126,666"
2023-05-12,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: OFF,"$127,292"
2023-05-15,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: OFF,"$127,506"
2023-05-16,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: OFF,"$126,193"
2023-05-17,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: OFF,"$127,249"
2023-05-18,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: OFF,"$128,893"
2023-05-19,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: OFF,"$128,352"
2023-05-22,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$127,227"
2023-05-23,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$126,238"
2023-05-24,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$125,643"
2023-05-25,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$124,549"
2023-05-26,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$124,384"
2023-05-30,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$123,662"
2023-05-31,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$124,088"
2023-06-01,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$123,915"
2023-06-02,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$125,604"
2023-06-05,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$125,490"
2023-06-06,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$124,519"
2023-06-07,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$124,431"
2023-06-08,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$125,463"
2023-06-09,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$125,449"
2023-06-12,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$125,282"
2023-06-13,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$125,796"
2023-06-14,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$126,056"
2023-06-15,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$127,428"
2023-06-16,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$127,133"
2023-06-20,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$126,813"
2023-06-21,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$127,282"
2023-06-22,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$127,555"
2023-06-23,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$126,927"
2023-06-26,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$126,774"
2023-06-27,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$128,121"
2023-06-28,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$128,248"
2023-06-29,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$128,785"
2023-06-30,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$130,476"
2023-07-03,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$129,991"
2023-07-05,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$129,338"
2023-07-06,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$128,636"
2023-07-07,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$127,441"
2023-07-10,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$127,594"
2023-07-11,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$128,481"
2023-07-12,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$129,358"
2023-07-13,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$130,526"
2023-07-14,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$130,576"
2023-07-17,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$131,865"
2023-07-18,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$132,873"
2023-07-19,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$131,741"
2023-07-20,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$130,258"
2023-07-21,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$129,953"
2023-07-24,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$129,959"
2023-07-25,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$131,051"
2023-07-26,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$130,334"
2023-07-27,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$130,157"
2023-07-28,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$131,615"
2023-07-31,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$131,961"
2023-08-01,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$131,575"
2023-08-02,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$131,808"
2023-08-03,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$130,966"
2023-08-04,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$130,247"
2023-08-07,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$131,351"
2023-08-08,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$130,634"
2023-08-09,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$131,009"
2023-08-10,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$130,777"
2023-08-11,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$131,360"
2023-08-14,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$130,979"
2023-08-15,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$129,744"
2023-08-16,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$129,586"
2023-08-17,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$128,729"
2023-08-18,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$129,203"
2023-08-21,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$128,658"
2023-08-22,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$128,263"
2023-08-23,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$128,973"
2023-08-24,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$128,506"
2023-08-25,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$129,410"
2023-08-28,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$129,881"
2023-08-29,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$130,341"
2023-08-30,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$130,363"
2023-08-31,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$129,533"
2023-09-01,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$129,197"
2023-09-05,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$127,838"
2023-09-06,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$127,360"
2023-09-07,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$128,186"
2023-09-08,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$128,420"
2023-09-11,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$128,817"
2023-09-12,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$128,578"
2023-09-13,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$128,860"
2023-09-14,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$129,802"
2023-09-15,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$128,929"
2023-09-18,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$129,097"
2023-09-19,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$129,051"
2023-09-20,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$129,434"
2023-09-21,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$128,050"
2023-09-22,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$127,419"
2023-09-25,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$127,023"
2023-09-26,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$125,848"
2023-09-27,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$124,861"
2023-09-28,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$125,168"
2023-09-29,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$124,379"
2023-10-02,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$123,152"
2023-10-03,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$122,611"
2023-10-04,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$123,523"
2023-10-05,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$122,752"
2023-10-06,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$123,056"
2023-10-09,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$124,036"
2023-10-10,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$124,507"
2023-10-11,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$124,154"
2023-10-12,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$122,445"
2023-10-13,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$123,346"
2023-10-16,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$124,417"
2023-10-17,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$124,698"
2023-10-18,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$124,354"
2023-10-19,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$123,469"
2023-10-20,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$122,973"
2023-10-23,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$122,293"
2023-10-24,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$123,354"
2023-10-25,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$124,090"
2023-10-26,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$123,830"
2023-10-27,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$122,234"
2023-10-30,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$123,300"
2023-10-31,LOW-VOL,SPY > 200d SMA: OFF; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$124,233"
2023-11-01,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$124,702"
2023-11-02,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$126,457"
2023-11-03,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$127,047"
2023-11-06,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$127,018"
2023-11-07,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$127,956"
2023-11-08,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$128,113"
2023-11-09,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$127,679"
2023-11-10,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$129,641"
2023-11-13,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$129,530"
2023-11-14,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$133,136"
2023-11-15,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$132,396"
2023-11-16,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$132,232"
2023-11-17,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$132,718"
2023-11-20,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$134,085"
2023-11-21,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$133,590"
2023-11-22,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$134,179"
2023-11-24,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$134,358"
2023-11-27,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$134,710"
2023-11-28,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$134,062"
2023-11-29,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$134,432"
2023-11-30,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$135,106"
2023-12-01,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$136,736"
2023-12-04,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$135,859"
2023-12-05,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$135,534"
2023-12-06,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$134,255"
2023-12-07,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$135,484"
2023-12-08,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$137,129"
2023-12-11,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$137,740"
2023-12-12,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$138,585"
2023-12-13,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$140,406"
2023-12-14,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$141,159"
2023-12-15,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$141,117"
2023-12-18,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$142,505"
2023-12-19,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$143,914"
2023-12-20,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$141,430"
2023-12-21,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$143,329"
2023-12-22,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$143,240"
2023-12-26,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$143,748"
2023-12-27,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$144,085"
2023-12-28,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$143,906"
2023-12-29,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$142,872"
2024-01-02,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$139,750"
